Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bulgaria,BGR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26031,21087,10474,7670,8994,8479,11724,10566,8187,11162,7890,588,152,886,450,514,6389,11428,15467,21711,29488,34641,39977,43662,45009,
Bahrain,BHR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,8601,7500,7142,6682,5605,7132,7407,8520,8456,7853,8154,9014,7985,6543,4470,1965,2344,933,526,,352,1848,1265,1362,595,96,270,40,184,1391,3923,4217,5426,5986,8175,7018,,,,,7477,6848,5702,3777,1408,1350,585,1188,2770,,
"Bahamas, The",BHS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,0,29,1174,206,0,352,,,,877,0,,,1294,,,,,,,,4053,3959,2606,,,,,3121,,,,,3889,3445,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76656,,,,,,0,3029,2270,7454,7152,4997,3840,,,2298,2463,2022,6252,7716,5885,2107,3556,5544,14012,23914,30187
Belize,BLZ,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,1315,2542,,2542,1832,2155,1858,2119,1643,1287,815,1048,115,436,293,190,240,148,302,221,69,3866
Bermuda,BMU,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,1345,1453,,,,,810,666,,,,,,,,,,,,,,,,,,,,124,,,,,,164,315,,,,,,,,,
Bolivia,BOL,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976,324,1681,4085,4285,6550,9648,7863,7308,6525,3437,30503,71018,107307,148890,157794,160472,154801,140451,118356,95364,80331,69047,
Brazil,BRA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182506,287197,75560,,105832,,314651,,769460,896213,602121,600337,658888,630849,619485,709047,612571,658477,
Barbados,BRB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,5164,4461,4081,,,358,497,523,337,,1712,1721,1120,,,,,,76,601,,2578,,,,,,,130,557,667,1462,1488,1676,1824,1101,575,282,625,500,981,,,1449,905,418,719,328,212,512,807
Brunei Darussalam,BRN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,2657,2730,5546,5815,7195,7921,7720,7574,,6623,,,,,3554,2973,2064,2053,756,,,,,,,,,,,,,,157,193.670105,510.3183289,124.8663254,169.4616089,52.45070267,253.7498322,62.21591949,144.6793823,296.9751587,678,678,
Bhutan,BTN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,48225,48040,,,,,,,,,,,,,,,,,,,50326,50025,47316,44522,,,,32516,27775,,20625,15353,12718,11078,8424,8830,,9398,9687,9574,7456,,3252,1903.663696
Botswana,BWA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,63041,69643,70374,71409,67614,59714,54730,50022,50945,50450,44678,36064,,28659,28103,24245,22539,21321,20993,20113,21541,16491,18645,20099,20427,47935,46895,,40163,43253,40855,37115,36871,36613,33780,32074,29540,34451,38945,41193,,,35318,35645,36284,38433,,30776,,,,
Central African Republic,CAF,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,134223,130806,127863,,,,152084,156238,,,150401,148118,145509,,,143646,191312,206884,213254,179839,207761,,,,,,,,,,,,,,338046,344213,301355,249036,255353,244035,264970,252222,,,,,84522.4375,,,,
Canada,CAN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,85306,90595,102576,105856,99327,98590,99485,95115,95965,38464,44684,83173,96858,124213,102557,,20398,1742,1937,,,,,,,,,,,,12027,12482,13487,9238,1013,2753,5025,6652,7639,
Central Europe and the Baltics,CEB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,145311,140493,,,123870,119613,117164,115727,112354,107342,99520,89863,79939,72350,69480,70739,75972,81604,51876,43081,,,659,1700,2403,2525,2716,3084,,,,,2566,2277,1662,1820,992,902,794,64,706,402,418,554,
Channel Islands,CHI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48934,40511,62756,42194,49451,51097,57277,56759,54386,45312,33899,19351,7009,9288,
China,CHN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,7476623,5430764,3770791,3030952,3125562,4127781,5428471,7449047,9980293,12155634,13744570,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,524322,,,,,,,,,,,,,,1026424,1055253,,,,1060711,1070345,,1088500,1143373,1059153,1088610,1250446,,,,,,1463648,,,,1136993,987969,864920,489791,430570,241575,199358,148341,215452
Cameroon,CMR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,357318,381185,413842,452117,391669,386519,416243,414253,416822,428366,,,,,,,,471789,,527942,586769,,,,,,,,,,,,,,,,,469184,396960,,363235,187344,,174485,164168,192130,258823,686700,346513,,
"Congo, Dem. Rep.",COD,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,982098,1071771,,,1078363,,,,1096115,,,,1105996,1107079,,,,1845295,,,2209713,2400769,2568517,2598084,2158017,,,,4762613,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,38752,,26537,,21447,,13430,13156,37762,42120,41547,41338,38417,,,,,,,,,,,,,,,,,,,,,265158,253782,,,,88847,,73737,,,28816,,,130688,,,
Colombia,COL,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,943720,,1043280,1109510,1206297,1195849,1214512,1220692,,1119951,807162,786494,762069,639431,444717,,99456,54545,34598,123857,75699,,134450,5855,6187,12065,4544,28835,92389,112318,196206,,,140666,175096,100446,85793,35080,43781,
Comoros,COM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,6839,,,9759,14890,,,,,,,23445,,,,,34700,29428,,,,,,,20935,,,,,,13563,15345,,26034,17935,22667,,,
Cabo Verde,CPV,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,5281,5913,7356,4095,2684,2055,1472,229,,428,,,,536,,,,126,,334,1892,2322,2516,3447,2494,1531,1772,2150,2754,3355,4140,3896,4249,4196,4110,4420,4306,3973,4792,,
Costa Rica,CRI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,48183,,41445,36924,,32838,25157,,28201,32826,32979,31679,38273,,,52474,51325,52722,,54917,56707,56264,49820,49528,55245,51050,42453,,,,,,,,,,,,,,,166,246,2078,9974,8005,6189,13846,509,555,316,
Caribbean small states,CSS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,85304,70653,59703,,,,,18876,31255,68521,88128,87617,103171,115847,101982,77907,74143,69708,72119,76177,56135,49148,28462,31029,12282,14799,14402,6499,4453,4179,1633,13331,16503,24944,33403,25722,26220,12572,7007,10264,15962,15699,37618,44344,40376,31515,15680,5703,1455,8850
Curacao,CUW,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,
Cayman Islands,CYM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,132,169,452,,591,751,502,279,414,,,482,499,598,455,326,532,544,511,,,
Cyprus,CYP,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,15955,16551,16272,16465,20938,22368,22731,21869,21004,21115,18914,20971,20871,20755,20326,17336,14827,14186,14590,15643,16013,17852,1508,1986,2460,2516,2411,,63,1276,1347,724,517,482,15,37,114,228,198,19,82,710,973,1217,758,961,754,329,295,241,
Czechia,CZE,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,,,,,,,,202,2839,250,16,3219,2076,5048,3511,1026,1840,1847,2386,5000,7566,
Germany,DEU,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028,2890,21535,147592,116838,86792,65456,62917,51333,78712,89319,70080,71525,95234,102890,92141,52589,14502,15035,19808,28845,61309,
Djibouti,DJI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,52545,54345,58368,62653,66363,68605,70241,69774,72923,73558,74769,77662,81979,,85856,85747,81708,79398,,74786,73323,70269,64895,49807,49230,,37863,,37538,29421,35253,37933,35576,33948,30090,30897,32156
Dominica,DMA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,220,1108,1189,,2052,2120,2288,1706,,,,,,,,,,,,,,,,,,171,778,610,863,1033,1247,1293,1575,1418,722,,88,,,,,61,,,228,54,163
Denmark,DNK,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,20604,16620,8811,4462,5139,5376,4519,3934,8171,8299,6046,8621,9982,4270,5640,6193,,1978,779,267,598,560,,7258,6012,4619,2048,2674,3783,4875,4182,2629,1172,2315,275,47,944,2813,3152,3108,
Dominican Republic,DOM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,194261,,,,,,,,,,,,,,,,,,,,,,,,,,,158891,144073,,67726,108247,170852,156721,170671,97872,141477,48796,54305,56059,70495,73041,93781,52389,53438,61774,65825,45804,47570,121609
Algeria,DZA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,866046,781030,731044,688975,659253,645462,661950,646464,657367,689335,735831,722889,733454,710820,679124,652265,623454,614621,549637,510013,539814,548351,541872,565833,592222,,462619,426108,329083,272111,245671,207294,186567,169018,153328,98566,29031,30997,26336,24848,,,23175,26224,19722,14211,12511,7718,
East Asia & Pacific (excluding high income),EAP,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,206940,,214019,210023,223211,223875,192650,174584,139046,159712,,,,,,,,,,,,,,128115,121288,102732,62327,55723,60406,50654,27626,14231,15549,,38135,27548,16798,102041,17566,14251,16225,22018,19637,19364,18294,19917,21217,24550,27680,26147,
"Egypt, Arab Rep.",EGY,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,1899760,1917252,1972834,,,,,2092167,,,,,,,,,,,,,,,,1021099,,,918774,,1093575,940878,859931,779610,698991,629617,740263,1021441,571625,,419055,232505,399760,93461,,44389,,57267,63338,77552,90674,,
Euro area,EMU,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229106,,231606,233515,231358,229638,,199867,171852,160101,126612,95191,72678,53880,47040,66304,80594,99124,117798,114587,113594,144901,162329,186394,,238210,241988,241848,,
Spain,ESP,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,218522,176996,147660,,17393,3029,27410,45771,43141,27765,27097,,13632,7966,6814,6443,25328,43349,22973,22036,9027,8901,275,442,953,1513,1676,,645,3988,3369,2255,266,962,3381,3886,1437,234,1370,1785,1223,3127,6223,7383,9277,27756,74969,91786,83083,53989,
Estonia,EST,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17158,12362,,999,1036,1221,1232,1218,552,1177,1220,1177,68,322,606,404,18,34,947,1598,2012,2244,2142,,,,
Ethiopia,ETH,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821411,4941038,5202369,,,,,7228304,7270373,7103331,,6728261,6643489,6382724,6085635,6014090,6143478,6045715,4919386,4513859,3955683,3286605,3441635,3811908,3293817,3113007,,2194044,2306559,,,,,,3879774
European Union,EUU,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,88228,,,,,,,12304,,,,,,,,,,,,,,4926,5363,6595,6335,4935,1974,617,1014,47,1445,4101,7850,9179,11048,8383,6710,5955,4931,4015,2196,2407,1356,2192,2612,4187,4885,6961,6339,
Fiji,FJI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786,,3364,4993,7560,7084,6029,6413,5787,2262,851,667,184,,356,382,656,847,,736,892,844,365.2741699,52.72022629,524.6729126,1444.6698,913.4494019,,1225,
France,FRA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,112633,116918,115679,104454,,135490,129411,,44642,29703,48096,99343,186021,,199167,89913,4161,5637,5150,3082,447,30145,84294,85949,40959,2046,2320,,124383,137264,138945,140553,149151,148892,3243,1136,5208,20115,36009,51322,9824,14993,23622,56322,21490,7005,2457,618,226,5934,
Faroe Islands,FRO,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,2059,2245,1558,671.7880859,2223,2479,2411
Gabon,GAB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,577,,,,,,,,,,,,,,,,,,,,,,16293,,,,,,,,,,,,,,,,,,,,,,58252,,
United Kingdom,GBR,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,101444,152837,209010,236495,238110,228481,206831,197598,182608,108955,110658,150129,214720,228246,267508,196750,80531,13014,11833,8857,78003,146413,,,,,,2790,1408,1804,2917,8041,4091,26088,90,15484,95421,43699,78095,68120,70472,64029,11885,4433,2978,16211,20508,32122,55523,97378,
Georgia,GEO,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27283,5007,369,,,,,,,7264,9062,10711,2032,4196,8873,,6588,3297,1192,1872,738,5946,2277,2434,1998,2037,4473
Ghana,GHA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220086,991208,1178240,1069923,1111249,,994857,941618,773915,587317,579940,,298913,334382,,,,,90704,153986,35432,265188,
Gibraltar,GIB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,1041,1110,,1122,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Guinea,GIN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,603140,599012,634248,670787,685989,711722,742623,744661,,,,,,,753529,750760,736478,711513,630647,601206,572339,559038,541783,521716,550600,540603,505386,445635,463108,439667,381963,527252,425413,,337257,362216,302477,
"Gambia, The",GMB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,54885,56843,58086,60014,61374,62209,58669,56367,55151,52920,46767,44435,42567,42344,41148,43300,,,,67602,,77763,76280,,,74951,,81663,66687,77208,80868,89115,84443,85956,93141,82624,79013,91782,,92158,95869,89323,92410,95642,78511,74977,68730,65020,54332,48762,53254
Guinea-Bissau,GNB,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,64136,55369,,63414,66384,,83327,88382,,,,,,,,,,,,100560,,,,,,,,,,64225,,,,,,,,,,,
Equatorial Guinea,GNQ,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23795,,,,,,24570,20374,22752,25175,,,,,59450,63547,67334,68909,70017,,,83611,,,,,,
Greece,GRC,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,72696,67998,57918,43956,41154,39881,45428,52207,61186,75922,61472,58963,51169,51774,53148,61816,82283,75041,78994,80264,80829,93834,105154,104337,87306,84591,72936,20251,14294,5829,15335,15679,17047,20156,26937,28186,28325,,,19065,18008,14567,13271,18984,14097,9878,8147,9246,5679,2713,
Grenada,GRD,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,3804,,,,,393,200,246,675,1479,1997,1988,1573,,,,,,,,,,,,,,,45,,,80,,42,486,,37,25,,,,,,,,2829,,94,,,
Greenland,GRL,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,500330,500850,506370,,519978,522671,,,543477,553498,547186,527412,580701,552430,,,,,,,,,,,,,,518553,,308983,273936,304733,250784,,170901,144106,114479,96836,101529,,,104773,176161,231566,276594,282536,296224,271393,246375,248887,246359,221529
Guam,GUM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,17367,15634,,12236,,17336,11174,,15693,,,14831,,,,,,,,,8758,11100,12757,,10679,12094,,,,,,,8185,,,,,2053,8051,3765,1800,1732,,,,,,,,,
High income,HIC,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,71739,64341,63343,52278,40557,32388,24418,25726,23637,3693,5144,8884,10777,14225,20156,,,,,,,,,,29484,29412,,,,,,,,,,,,,,,,1420,1462,2109,3277,5643,7432,8187,9867.851563,8627,8480
Honduras,HND,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,167915,152261,153650,,94562,87148,82980,,89804,,,,,119815,,113700,,,,,,,150360,,,110666,107323,165728,124991,194409,157304,172729,158684,155569,196726,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36190,16179,12763,4998,614,502,,1817,1691,1925,5011,15848,9034,4785,1905,2218,1950,1851,2636,2304,2766,3739,3435,
Haiti,HTI,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,529316,526472,487909,461752,506528,476560,473662,581119,,,,,,,,,,545942,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40630,45995,107184,64961,8091,6949,15664,11848,9455,14417,15193,11241,8557,11712,7671,5777,6536,9545,11670,12385,11716,11069,8646,9986,17172,20865,20584,
IBRD only,IBD,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
